method,epoch,train_loss,train_acc,val_loss,val_acc,epoch_time_sec,peak_memory_mb,trainable_params,total_params
resnet18_bitfit,1,2.1928400374924504,0.4664906490649065,1.6894224467156809,0.5695049504950495,170.61377048492432,759.75732421875,56613,11228325
resnet18_bitfit,2,1.6357873040205546,0.5817235056839017,1.6183592817954373,0.594059405940594,155.86775994300842,759.75732421875,56613,11228325
resnet18_bitfit,3,1.5269076722935857,0.6064099743307664,1.5648339928956978,0.6055445544554455,156.66203594207764,759.75732421875,56613,11228325
resnet18_bitfit,4,1.4660054312687645,0.6178657865786579,1.5786412461397517,0.5997359735973598,154.1927306652069,759.75732421875,56613,11228325
resnet18_bitfit,5,1.419936838395044,0.630979097909791,1.5502070392234415,0.6075247524752475,155.91976714134216,759.75732421875,56613,11228325
resnet18_bitfit,6,1.3828343957704539,0.6404107077374405,1.5460754069597913,0.6083168316831683,157.28051447868347,759.75732421875,56613,11228325
resnet18_bitfit,7,1.3617002125750792,0.6432856618995233,1.5421294082066177,0.6158415841584158,157.6810429096222,759.75732421875,56613,11228325
resnet18_bitfit,8,1.3351594910046574,0.650971763843051,1.546768580559437,0.6143894389438944,157.82869362831116,759.75732421875,56613,11228325
